1,110805,翠玉苦瓜,約３５０ｇ,公斤,95.00,0
1,110826,櫛瓜,約１５０ｇ,公斤,320.00,0
1,115053,善美的小黃瓜,２～３條／約３００ｇ,盒,29.00,0
1,110842,金時地瓜（吉園圃）,約１ｋｇ,袋,89.00,0
1,113008,白苦瓜（吉園圃）,約３５０～５００ｇ,包,52.00,0
1,110843,日月潭活盆地絲瓜,約４５０ｇ,條,34.00,0
1,113010,苦瓜＿大（吉園圃）,４５０ｇ以上,條,53.00,0
1,113011,苦瓜＿中（吉園圃）,約３５０～４５０ｇ,條,42.00,0
1,117909,韓國進口南瓜,約８００ｇ,粒,79.00,0
1,113014,紫玉地瓜（吉園圃）,約８００ｇ,袋,69.00,0
1,115033,紫玉地瓜（產銷履歷）,約８００ｇ,袋,79.00,0
1,115039,南瓜＿小（產銷履歷）,約６００ｇ,粒,52.00,0
1,115040,南瓜＿大（產銷履歷）,約１ｋｇ,粒,65.00,0
1,114080,絲瓜（雲林物流）,３５０ｇ,條,32.00,0
1,114065,履歷小黃瓜～雲林物流,３００ｇ,包,32.00,0
1,110874,活盆地蘿蔔,６００ｇ,條,25.00,0
1,115303,栗子南瓜＿大（履）,１．２～１．５ｋｇ,粒,169.00,0
1,115304,栗子南瓜＿小（履）,６５０～８５０ｇ,粒,85.00,0
1,115312,大黃瓜（產銷履歷）,６００ｇ,條,39.00,0
1,115316,台灣小冬瓜～產銷履歷,約１．５ｋｇ,粒,78.00,0
1,115057,茄子（產銷履歷）,４００ｇ,袋,89.00,0
1,115056,絲瓜（產銷履歷）,４５０ｇ,袋,55.00,0
1,115318,扁蒲（產銷履歷）,５００ｇ,粒,29.00,0
1,115321,白苦瓜（產銷履歷）,３５０ｇ,條,69.00,0
1,115060,鮮切南瓜（產銷履歷）,２５０ｇ,包,40.00,0
1,110270,日本南瓜,公斤,公斤,168.00,0
1,110254,冬瓜,ｋｇ,公斤,55.00,0
1,110269,南瓜,ｋｇ,公斤,52.00,0
1,116269,南瓜（新農）,８００ｇ以上,粒,42.00,0
1,110825,東昇南瓜,ｋｇ,公斤,98.00,0
1,110885,栗子南瓜,ｋｇ,公斤,99.00,0
1,126008,南瓜（１／２切）,ｋｇ,公斤,59.00,0
1,110508,青木瓜,粒／約４００～８００ｇ,公斤,80.00,0
1,126071,小黃瓜（原件秤重）,ｋｇ,公斤,120.00,0
1,119253,日本南瓜,公斤,公斤,151.00,0
1,119237,冬瓜,ｋｇ,公斤,50.00,0
1,119493,東昇南瓜（進貨）,ｋｇ,公斤,88.00,0
1,190200,（醫）大黃瓜,公斤,ｋｇ,25.00,0
1,190201,（醫）小黃瓜,公斤,ｋｇ,50.00,0
1,190202,（醫）冬瓜,公斤,ｋｇ,20.00,0
1,190203,（醫）扁蒲,公斤,ｋｇ,40.00,0
1,190204,（醫）絲瓜,公斤,ｋｇ,35.00,0
1,190205,（醫）苦瓜,公斤,ｋｇ,60.00,0
1,190206,（醫）佛手瓜,公斤,ｋｇ,33.00,0
1,190207,（醫）青木瓜,公斤,ｋｇ,35.00,0
1,190208,（醫）南瓜,公斤,ｋｇ,25.00,0
1,119496,栗子南瓜（進貨）,ｋｇ,公斤,89.00,0
1,119501,小黃瓜（原件進貨）,ｋｇ,公斤,108.00,0
1,710055,台盛有機大黃瓜,６００ｇ,條,55.00,0
1,710056,台盛有機小黃瓜,３００ｇ,盒,55.00,0
1,710070,台盛有機南瓜,１５００ｇ,粒,125.00,0
1,710076,台盛有機苦瓜,５００ｇ,個,55.00,0
1,710099,兆豐有機小黃瓜,３００ｇ,盒,39.00,0
1,710481,台糖有機小黃瓜,３００ｇ,盒,55.00,0
1,110396,有機四季豆,公斤,公斤,360.00,0
1,710500,台盛有機粉豆,約２５０ｇ,包,45.00,0
1,110808,黃肉地瓜（有機）,約６００ｇ,袋,50.00,0
1,110841,金時地瓜（有機）,約６００ｇ,袋,79.00,0
1,110846,紅肉地瓜（有機）,約６００ｇ,袋,50.00,0
1,110799,紅肉地瓜禮盒有機～預,約３ｋｇ,箱,239.00,0
1,110893,善美的有機南瓜（大）,約１ｋｇ,粒,88.00,0
1,110894,善美的有機南瓜（小）,約６００ｇ,粒,65.00,0
1,110798,黃肉地瓜禮盒（有機）,約３ｋｇ,盒,239.00,0
1,113018,有機小黃瓜,２～３條／約３００ｇ,盒,39.00,0
1,113030,有機絲瓜,４００ｇ,條,49.00,0
1,113031,有機青木瓜,６００ｇ,粒,45.00,0
1,115193,有機轉型期青木瓜,約４００ｇ,粒,45.00,0
1,113036,有機大黃瓜,５５０～７５０ｇ,條,59.00,0
1,113037,善美的有機山苦瓜,３００ｇ,條,72.00,0
1,115201,有機轉型期小黃瓜,２～３條／約３００ｇ,袋,39.00,0
1,110379,美國進口黃節瓜,３００ｇ,盒,140.00,0
1,716013,頂瓜瓜綜合鍋,３００ｇ,盒,69.00,0
1,119252,南瓜,ｋｇ,公斤,47.00,0
1,119276,甘藍（平地）,１２００ｇ,粒,35.00,0
1,110512,甘藍（高山高麗菜）,約１．２ｋｇ,粒,125.00,0
1,110513,結球白菜,４５０ｇ以上,粒,25.00,0
1,110514,日本甘藍,約１ｋｇ,粒,99.00,0
1,110807,迷你竹筍白菜,約４００ｇ,包,55.00,0
1,110840,高山甘藍（福壽山）,２ｋｇ,粒,169.00,0
1,110844,高山甘藍（小）武陵,約１ｋｇ,粒,69.00,0
1,110864,高山甘藍（宇）,１．７ｋｇ,粒,107.00,0
1,110865,高山甘藍＿大（宇）,２．３ｋｇ,粒,145.00,0
1,126064,牛心蕃茄（善美的）,３００ｇ,包,48.00,0
1,126065,彩色甜椒（善美的）,２５０ｇ,包,49.00,0
1,110245,山百合,約１００ｇ,盒,165.00,0
1,110234,巴西利,約５０ｇ,盒,45.00,0
1,110288,日本山藥（白）,約５００ｇ以上,支,209.00,0
1,110481,日本山藥（真空）,公斤,盒,300.00,0
1,110272,日本茄子,約１００ｇ,公斤,90.00,0
1,110244,牛心蕃茄,２～３粒／約３００ｇ,盒,48.00,0
1,119227,牛心蕃茄（進貨）,ｋｇ,公斤,114.00,0
1,110292,牛蒡,１支,支,24.00,0
1,110366,冬蟲夏草,１００ｇ,盒,45.00,0
1,110480,台灣山藥（真空）,公斤,盒,110.00,0
1,110241,甘藍芽,約３００ｇ,包,69.00,0
1,110293,甘藷,８００ｇ,盒,65.00,0
1,110277,白玉米,５００ｇ,盒,120.00,0
1,110233,石蓮花,３００ｇ,盒,48.00,0
1,110280,竹山黃金蕃薯（大）,８００ｇ,盒,65.00,0
1,110281,竹山黃金蕃薯（烤）,８００ｇ,盒,59.00,0
1,110286,里芋,３００ｇ,盒,110.00,0
1,110258,宜蘭蕃茄,３５０ｇ,盒,90.00,0
1,110261,花椰菜,約６００ｇ,粒,49.00,0
1,110446,花蓮紫砂蕃薯,６００ｇ,袋,42.00,0
1,110275,金針花,約１５０ｇ,盒,59.00,0
1,110262,青花菜,約１８０ｇ,粒,28.00,0
1,110290,國產馬鈴薯,２～３粒／約４５０ｇ,盒,38.00,0
1,110289,胡蘿蔔,６００ｇ,盒,29.00,0
1,110282,胡蘿蔔（小）,約６００ｇ／３～５條,袋,56.00,0
1,110271,茄子,約４００ｇ／２～４條,袋,45.00,0
1,110237,苜蓿芽,１００ｇ,盒,19.00,0
1,110240,韭菜黃,約１５０ｇ,盒,55.00,0
1,110352,烤玉米（奶油）,２００ｇ,支,25.00,0
1,110354,烤玉米（黑胡椒）,２００ｇ,支,25.00,0
1,110353,烤玉米（蜜汁）,２００ｇ,支,25.00,0
1,110284,真空包紫（白）山藥,,公斤,99.00,0
1,110274,彩色甜椒,約２５０ｇ／２粒,盒,49.00,0
1,110278,甜玉米（非基因改造）,約３５０ｇ／２支,盒,29.00,0
1,119261,甜玉米（原件進貨）,ｋｇ,公斤,55.00,0
1,110273,青椒,２～４粒／約３００ｇ,盒,49.00,0
1,110276,紫米甜玉米,５００ｇ,盒,120.00,0
1,110383,進口白馬鈴薯,５００ｇ,袋,110.00,0
1,110291,進口洋蔥,２～３粒／４５０ｇ,包,32.00,0
1,110384,進口紅馬鈴薯,５００ｇ,袋,110.00,0
1,110251,西洋芹菜,約０．６ｋｇ,棵,32.00,0
1,110283,進口馬鈴薯,２～３粒／４５０ｇ,盒,39.00,0
1,110252,結球萵苣,約３５０ｇ,粒,32.00,0
1,110236,黃豆芽,２００ｇ,盒,11.00,0
1,110260,黃秋葵,約２００ｇ,盒,55.00,0
1,110257,黑柿蕃茄,ｋｇ,盒,85.00,0
1,110235,綠豆芽,２００ｇ,盒,8.00,0
1,110368,蒜苔,３００ｇ,包,89.00,0
1,110287,蓮藕,３００ｇ,盒,153.00,0
1,110239,豌豆嬰,１２０ｇ,盒,23.00,0
1,110285,檳榔心芋,ｋｇ,公斤,148.00,0
1,110367,櫻桃甜椒,２００ｇ,盒,59.00,0
1,110380,櫻桃蘿蔔,２００ｇ,盒,25.00,0
1,110263,蘿蔔,約６００ｇ,條,23.00,0
1,119246,蘿蔔,６００ｇ,條,27.00,0
1,116566,板栗（北農）,３００ｇ,盒,29.00,0
1,116567,去皮板栗（北農）,３００ｇ,盒,75.00,0
1,116569,胡蘿蔔絲（北農）,３００ｇ,盒,39.00,0
1,116571,豆薯,公斤,公斤,25.00,0
1,116573,紅龍山藥（北農）,６００ｇ,盒,78.00,0
1,116574,銀芽（北農）,１５０ｇ,盒,12.00,0
1,116576,半天筍花（北農）,３００ｇ,盒,145.00,0
1,116577,草石蠶（北農）,２００ｇ,盒,49.00,0
1,116288,日本山藥（白）（北農,６００Ｇ,支,160.00,0
1,116366,冬蟲夏草（北農）,１００ｇ,盒,45.00,0
1,116242,宜蘭粉柿蕃茄（北農）,３００ｇ,盒,45.00,0
1,116258,宜蘭蕃茄（北農）,３００ｇ,盒,90.00,0
1,116262,青花菜（北農）,１８０Ｇ,粒,28.00,0
1,116278,進口甜玉米,約６００ｇ／２～３支,包,68.00,0
1,116276,紫米甜玉米（北農）,３００ｇ,盒,120.00,0
1,116383,進口白馬鈴薯（北農）,５００ｇ,袋,110.00,0
1,116251,美國芹菜（北農）,８００Ｇ,棵,59.00,0
1,116252,進口結球萵苣,約３５０ｇ,粒,36.00,0
1,116368,蒜苔（北農）,３００ｇ,包,89.00,0
1,116367,櫻桃甜椒（北農）,２００ｇ,盒,59.00,0
1,116380,櫻桃蘿蔔（北農）,２００ｇ,盒,25.00,0
1,710452,竹山紅甘薯,１．２ｋｇ,盒,65.00,0
1,710453,竹山蛋紅甘薯,１．２ＫＧ,盒,89.00,0
1,710454,竹山黃金蜜黃甘薯,１．２ＫＧ,盒,65.00,0
1,710455,竹山紫玉甘薯,１．２ｋｇ,盒,165.00,0
1,710456,竹山彰農芋甘薯,１．２ｋｇ,盒,75.00,0
1,710470,台糖苜蓿芽,１００ｇ,盒,22.00,0
1,710471,台糖青花椰芽,１００ｇ,盒,75.00,0
1,710491,八德青花筍（裸賣）,２５０Ｇ,束,32.00,0
1,110568,進口蘿蔔,約６００ｇ,條,48.00,0
1,710503,蜜汁水果玉米,約３００ｇ,支,32.00,0
1,710510,美人心（金針花幼莖）,約２００ｇ,盒,35.00,0
1,110810,黃豆芽（自然世淨）,約３００ｇ,包,18.00,0
1,110811,綠豆芽（自然世淨）,約３００ｇ,包,15.00,0
1,110834,龍井紅土甘藷(吉園圃),約６００ｇ,袋,39.00,0
1,110451,花蓮芋心地瓜,約７００ｇ,盒,39.00,0
1,110835,苜蓿芽（自然世淨）,約２００ｇ,包,32.00,0
1,110838,國產紅色馬鈴薯,２粒／約５００ｇ,盒,32.00,0
1,115014,包心白菜（產銷履歷）,約６００ｇ,粒,48.00,0
1,115015,天津白菜（產銷履歷）,約７００ｇ,顆,58.00,0
1,115020,結球萵苣（產銷履歷）,約３５０ｇ,粒,35.00,0
1,115021,青花菜（產銷履歷）,約２００ｇ,粒,30.00,0
1,115022,甜玉米（產銷）非基改,２入／約３８０ｇ,盒,32.00,0
1,115023,帶殼玉米筍－產銷履歷,約４００ｇ,包,50.00,0
1,115024,紅蘿蔔（產銷履歷）,約６００ｇ／２～５條,包,59.00,0
1,115025,馬鈴薯（產銷履歷）,約６００ｇ,袋,55.00,0
1,115026,水果玉米（履）非基改,２入／約４２０ｇ,袋,49.00,0
1,115027,溫室小黃瓜～產銷履歷,２～３條／約３００ｇ,包,29.00,0
1,115028,牛蕃茄（產銷履歷）,約５００ｇ,盒,48.00,0
1,115050,彩色甜椒２入（產銷）,約２５０ｇ,盒,85.00,0
1,115051,善美的彩色甜椒（粒）,約２５０ｇ,粒,36.00,0
1,115054,牛心蕃茄（產銷）,２～３粒／約３００ｇ,盒,53.00,0
1,110847,牛心蕃茄（溫室）,約３００ｇ,盒,45.00,0
1,117900,進口青花菜,約１８０ｇ,粒,45.00,0
1,117902,西洋芹菜（三崧）,約６００ｇ,束,39.00,0
1,117903,結球萵苣（三崧）,約３５０ｇ,粒,35.00,0
1,117904,日本山藥（三崧）,約６００ｇ,支,175.00,0
1,115029,甘藷（產銷履歷）,６００ｇ,袋,59.00,0
1,113012,甜玉米（吉園圃）,２入／約４２０ｇ,袋,35.00,0
1,113013,水果玉米（吉園圃）,２入／約４２０ｇ,袋,45.00,0
1,117905,進口紅蘿蔔,３～５支／約５００ｇ,袋,59.00,0
1,117906,美國寶寶紅蘿蔔,約３００ｇ,袋,52.00,0
1,117907,美國褐皮馬鈴薯,２～３粒／約６００ｇ,袋,32.00,0
1,110850,山東白菜（武陵）,約１．８ｋｇ,粒,79.00,0
1,117908,日本進口鮮百合,約１２０ｇ,粒,159.00,0
1,115034,金時地瓜～產銷履歷,約８００ｇ,袋,72.00,0
1,110862,車城台灣玉蔥,約１０００ｇ,包,55.00,0
1,110863,牛奶洋蔥,２～３粒／４５０ｇ,包,54.00,0
1,114069,有機轉型甜菜根（雲）,６００ｇ,盒,29.00,0
1,114057,履歷高麗菜～雲林物流,１．２Ｋｇ,包,85.00,0
1,114063,紅蘿蔔（雲林物流）,５００ｇ,包,19.00,0
1,114078,玉米條（雲林物流）,２入／４００ｇ,包,25.00,0
1,114079,帶殼玉米筍～雲林物流,３００ｇ,包,32.00,0
1,114066,履歷省產馬鈴薯（雲）,６００ｇ,包,32.00,0
1,114056,履歷高麗菜～雲林物流,１．２Ｋｇ,包,75.00,0
1,114068,履歷牛蒡～雲林物流,２００ｇ,條,26.00,0
1,110867,進口洋蔥,３～４粒／１ｋｇ,袋,52.00,0
1,114083,履歷紅蘿蔔～雲林物流,５００ｇ,包,17.00,0
1,114084,履歷青椒（雲林物流）,３００ｇ,包,45.00,0
1,110868,有機轉型期　甜菜根,約６００ｇ,盒,32.00,0
1,115046,ＶＤＳ活力胡蘿蔔履歷,６００ｇ,包,42.00,0
1,115047,活力胡蘿蔔履歷,６５０ｇ,包,55.00,0
1,110869,進口洋蔥（粒）,２００ｇ,粒,15.00,0
1,110870,進口馬鈴薯（粒）,２００ｇ,粒,13.00,0
1,115048,芋頭（產銷履歷）,６００～７００ｇ,粒,95.00,0
1,110871,國產洋蔥（粒）,約２００ｇ,粒,15.00,0
1,117912,日本進口紅蘿蔔,５００ｇ／３～５支,包,29.00,0
1,110872,西洋芹菜（產銷履歷）,６００ｇ,束,37.00,0
1,110873,黃金花椰菜,７００ｇ,粒,59.00,0
1,110877,三色洋蔥,８００ｇ（箱／３０包）,包,69.00,0
1,110880,平溪珠蔥,２００ｇ,包,59.00,0
1,710539,北海道網走市冰雪山藥,７００ｇ,條,168.00,0
1,115307,山藥（產銷履歷）,６００ｇ,盒,85.00,0
1,115308,白蘿蔔３００Ｇ（履）,３００ｇ,袋,36.00,0
1,115309,白蘿蔔５００Ｇ（履）,５００ｇ,袋,53.00,0
1,115310,玉米筍（產銷）非基改,１００ｇ,袋,30.00,0
1,115311,黑柿蕃茄（產銷履歷）,３００ｇ,盒,36.00,0
1,115313,黃秋葵（產銷履歷）,２５０ｇ,盒,45.00,0
1,110881,紫晶花椰菜,７００ｇ,粒,59.00,0
1,113026,善美的有機黃秋葵,２００ｇ,盒,52.00,0
1,110886,北海道網走山藥（小）,５００ｇ,條,198.00,0
1,110887,安心水蓮菜,２００ｇ,盒,52.00,0
1,126002,紅鑽紅蘿蔔(裸賣),約２７０ｇ,條,19.00,0
1,126003,白蘿蔔（進口）,約６００ｇ,條,99.00,0
1,126005,真情香芋,２５０ｇ,袋,55.00,0
1,115055,水果彩椒（產銷履歷）,１８０ｇ,盒,49.00,0
1,115059,角椒（產銷履歷）,１５０ｇ,盒,29.00,0
1,115319,菜豆（產銷履歷）,２５０ｇ,袋,35.00,0
1,126020,韭菜黃（產地直送）,１５０ｇ,包,49.00,0
1,126022,北海道山藥,３００ｇ,包,149.00,0
1,126025,日本葵遙甘藷,５００ｇ,袋,115.00,0
1,126027,檳榔心芋（產地直送）,６００ｇ,粒,69.00,0
1,110249,山東白菜,約１０００ｇ,粒,48.00,0
1,110250,天津白菜,約６００ｇ,粒,32.00,0
1,110511,甘藍（平地高麗菜）,１２００ｇ,粒,29.00,0
1,110246,高山甘藍（平底）,１ｋｇ以上,粒,45.00,0
1,110248,結球白菜,６００ｇ,公斤,80.00,0
1,110247,紫甘藍,公斤,公斤,82.00,0
1,110475,進口高麗菜,１ｋｇ,粒,30.00,0
1,110486,甘藍（高麗菜）,約１．２ｋｇ,粒,28.00,0
1,116486,甘藍（新農）,約１．２ｋｇ,粒,28.00,0
1,115301,甘藍（產銷履歷）,約１．２ｋｇ,粒,36.00,0
1,115302,甘藍（產銷履歷）,７００ｇ,包,29.00,0
1,126007,甘藍（１／２切）,個,個,19.00,0
1,126009,山東白菜（１／２切）,個,個,29.00,0
1,126012,雪翠高麗菜,約１．５ｋｇ,粒,85.00,0
1,126013,雪翠高麗菜(大),約２ｋｇ,粒,98.00,0
1,126014,甘藍（１／４切）,個,個,15.00,0
1,126021,日本甘藍（１／２切）,個,個,55.00,0
1,126024,韓國大白菜(１／２切),個,個,95.00,0
1,126067,契作初秋甘藍（秤重）,ｋｇ,公斤,10.00,0
1,126066,契作初秋甘藍,１．２ｋｇ,粒,37.00,0
1,110264,大心菜,公斤,公斤,35.00,0
1,110265,包心芥菜,粒／約５００ｇ,公斤,45.00,0
1,116386,青蘿蔔（北農）,５００ｇ,盒,49.00,0
1,110279,球莖甘藍,約６００ｇ,粒,29.00,0
1,126023,甘藍６００ｇ,６００ｇ,粒,25.00,0
1,126072,牛心蕃茄（原件秤重）,ｋｇ,公斤,120.00,0
1,126073,甜玉米(非基改)(秤重),ｋｇ,公斤,80.00,0
1,119247,大心菜,公斤,公斤,696.00,0
1,119232,山東白菜,約１０００ｇ,粒,48.00,0
1,119233,天津白菜,公斤,公斤,32.00,0
1,119229,甘藍（高山）,１０００ｇ,公斤,75.00,0
1,119231,結球白菜,公斤,公斤,60.00,0
1,119230,紫甘藍,公斤,公斤,73.00,0
1,119455,進口甘藍（平底）,１０００ｇ,粒,69.00,0
1,119273,國產馬鈴薯（進貨）,ｋｇ,公斤,66.00,0
1,119265,胡蘿蔔(小)（進貨）,ｋｇ,公斤,82.00,0
1,119257,彩色甜椒（進貨）,ｋｇ,公斤,155.00,0
1,119266,進口馬鈴薯（進貨）,ｋｇ,公斤,44.00,0
1,119503,契作初秋甘藍（進貨）,１．２ｋｇ,粒,33.00,0
1,119504,契作初秋甘藍秤重進貨,ｋｇ,公斤,7.00,0
1,119248,包心芥菜,公斤,公斤,48.00,0
1,190001,（醫）綠豆芽,公斤,ｋｇ,25.00,0
1,190002,（醫）黃豆芽,公斤,ｋｇ,35.00,0
1,190011,（醫）大白菜,公斤,ｋｇ,33.00,0
1,190012,（醫）高麗菜,公斤,ｋｇ,20.00,0
1,190013,（醫）結球萵苣,公斤,ｋｇ,40.00,0
1,190014,（醫）西洋芹菜,公斤,ｋｇ,30.00,0
1,190015,（醫）玉米筍,公斤,ｋｇ,108.00,0
1,190016,（醫）青椒,公斤,ｋｇ,42.00,0
1,190017,（醫）紅甜椒,公斤,ｋｇ,65.00,0
1,190018,（醫）黃甜椒,公斤,ｋｇ,65.00,0
1,190019,（醫）大蕃茄,公斤,ｋｇ,40.00,0
1,190020,（醫）茄子,公斤,ｋｇ,40.00,0
1,190021,（醫）紅蘿蔔,公斤,ｋｇ,30.00,0
1,190022,（醫）白蘿蔔,公斤,ｋｇ,18.00,0
1,190023,（醫）馬鈴薯（進口）,公斤,ｋｇ,45.00,0
1,190024,（醫）地瓜,公斤,ｋｇ,35.00,0
1,190025,（醫）山藥（日本）,公斤,ｋｇ,265.00,0
1,190026,（醫）涼薯（豆薯）,公斤,ｋｇ,25.00,0
1,190027,（醫）洋蔥（進口）,公斤,ｋｇ,45.00,0
1,190028,（醫）洋蔥（國產）,公斤,ｋｇ,45.00,0
1,190029,（醫）牛蒡,公斤,ｋｇ,50.00,0
1,190030,（醫）荸薺,公斤,ｋｇ,115.00,0
1,190031,（醫）大頭菜,公斤,ｋｇ,25.00,0
1,190032,（醫）百合,約１００ｇ,包,105.00,0
1,119502,牛心蕃茄（原件進貨）,ｋｇ,公斤,108.00,0
1,710054,台盛有機大白菜,５００ｇ,粒,69.00,0
1,710057,台盛有機小蕃茄,３００ｇ,盒,48.00,0
1,710058,台盛有機山藥,３００ｇ,盒,90.00,0
1,710059,台盛有機木耳,１５０ｇ,包,89.00,0
1,710060,台盛有機牛蒡,３５０ｇ,盒,65.00,0
1,710061,有機牛心蕃茄,３５０ｇ,盒,55.00,0
1,710062,台盛有機甘薯,５５０ｇ,盒,55.00,0
1,710063,台盛有機白花椰菜,６００ｇ,粒,80.00,0
1,710064,台盛有機白蘿蔔,５００ｇ,條,65.00,0
1,710065,有機石蓮花,約３００ｇ,盒,89.00,0
1,710066,台盛有機西洋芹,５００ｇ,包,90.00,0
1,710067,台盛有機秀珍菇,１５０ｇ,包,89.00,0
1,710068,台盛有機青椒,約３００ｇ,包,39.00,0
1,710071,台盛有機扁蒲,約８００ｇ,條,49.00,0
1,710072,台盛有機洋蔥,４５０ｇ,盒,59.00,0
1,710073,台盛有機珊瑚菇,１５０ｇ,盒,89.00,0
1,710074,有機辣椒,約１００ｇ,包,48.00,0
1,710075,台盛有機紅蘿蔔,４００ｇ,盒,55.00,0
1,710077,台盛有機茄子,４５０ｇ,包,55.00,0
1,710079,台盛有機馬鈴薯,４００ｇ,盒,55.00,0
1,710080,台盛有機高麗菜,１０００ｇ,粒,98.00,0
1,710081,台盛有機茭白筍,４００ｇ,包,79.00,0
1,710082,台盛有機彩色甜椒,２５０ｇ,盒,115.00,0
1,710083,台盛有機敏豆,２２０ｇ,盒,55.00,0
1,710084,台盛有機甜玉米,４５０ｇ,包,55.00,0
1,710085,台盛有機結頭菜,２５０ｇ,包,55.00,0
1,710086,台盛有機紫高麗,３５０ｇ,粒,65.00,0
1,710087,台盛有機萵苣,４００ｇ,包,98.00,0
1,710088,台盛有機豌豆芽,１００ｇ,盒,32.00,0
1,710089,台盛有機薑,２５０ｇ,盒,65.00,0
1,710114,兆豐高山甜椒,３３０ｇ,盒,65.00,0
1,110963,蘭陽有機大黃瓜,４００ｇ,公斤,165.00,0
1,110964,蘭陽有機大蕃茄,２５０ｇ,盒,208.00,0
1,110959,蘭陽有機小黃瓜,,公斤,238.00,0
1,110953,蘭陽有機白蘿蔔,２５０ｇ,盒,128.00,0
1,110969,蘭陽有機老薑,公斤,公斤,360.00,0
1,110958,蘭陽有機青花菜,１８０ｇ,盒,275.00,0
1,110956,蘭陽有機青椒,２５０ｇ,盒,258.00,0
1,110954,蘭陽有機茄子,２５０ｇ,盒,198.00,0
1,110968,蘭陽有機高冷大白菜（,公斤,公斤,169.00,0
1,110967,蘭陽有機高冷白蘿蔔（,６００ｇ,盒,145.00,0
1,110966,蘭陽有機高冷高麗菜（,公斤,公斤,169.00,0
1,110957,蘭陽有機高麗菜,公斤,公斤,149.00,0
1,110961,蘭陽有機球莖甘藍（結,４００ｇ,盒,159.00,0
1,110960,蘭陽有機瓠瓜,４００ｇ,盒,149.00,0
1,110955,蘭陽有機甜玉米,４００ｇ,盒,168.00,0
1,110965,蘭陽有機結球萵苣,３５０ｇ,盒,198.00,0
